"Game ID","Team","Player ID","Player","Lineup Position","Games","PO","A","E","CI","PB","SBA","CSB","IDP","TP","P","C","1B","2B","3B","SS","LF","CF","RF","DH","PH","PR"
"0","Furman","1315294","Wolff, Jake","16:2, 19:1, 11:1, 15:1","5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0","0","0","0","0","0","0","0","1","0","0"
"0","Furman","1315295","Solter, Matt","16:1, 11:4, 12:2, 13:2, 14:4, 15:1","14","3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1002579","Waller, Mike","16:1, 18:1, 19:1, 12:2, 15:3","8","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","8","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1217590","Nitto, Paul","4:4, 5:5, 6:4, 7:2, 8:2, 9:3","20","97.0","14.0","0.0","0.0","4.0","12.0","4.0","6.0","0.0","0","15","5","0","0","0","0","0","0","3","0","0"
"0","Furman","1217589","Masters, Brant","16:2, 17:1, 10:1, 13:1, 14:1","6","0.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","6","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1217593","Wood, Tyler","16:2, 17:2, 18:1, 20:1, 21:1, 13:1, 14:1","9","5.0","12.0","0.0","0.0","0.0","3.0","3.0","0.0","0.0","9","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1108320","Muzika, Will","1:1, 3:10, 4:3, 5:2, 6:1, 7:3, 8:2, 10:1, 11:1","24","41.0","49.0","6.0","0.0","0.0","0.0","0.0","15.0","0.0","0","0","0","20","0","0","2","0","0","0","1","1"
"0","Furman","1315300","Warford, Elliott","16:1, 17:2, 12:3, 13:2, 14:2, 15:3","13","0.0","3.0","2.0","0.0","0.0","3.0","1.0","0.0","0.0","13","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1217570","Buonopane, Anthony","16:1, 13:3","4","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1315301","de Gruy, Jacques","16:1, 17:4, 10:1, 11:2, 13:1, 14:4","13","1.0","2.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","13","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1217571","Burton, Heath","2:3, 3:1, 4:1, 5:1, 6:2, 7:1, 8:2, 10:3, 11:1, 12:1, 14:1","17","16.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","2","0","13","0","5","2"
"0","Furman","1108322","Plate, Matt","16:2, 17:1, 14:1, 15:2","6","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","6","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1217569","Abrams, Alex","5:5, 6:4, 7:4, 8:2, 9:1, 10:5, 11:2, 13:1, 15:1","25","28.0","19.0","4.0","0.0","0.0","0.0","0.0","3.0","0.0","6","0","2","0","18","0","0","0","0","4","1","0"
"0","Furman","1315303","Rickman, Jarrod","2:1, 3:1, 4:2, 5:2, 6:1, 8:2, 9:1, 10:1, 11:1, 12:1","13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","5","8","0"
"0","Furman","1108323","Smith, Nate","16:2, 18:3, 12:1","6","0.0","7.0","1.0","0.0","0.0","7.0","1.0","1.0","0.0","6","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1217574","Farmer, Harrison","3:1, 4:2, 6:1, 7:2, 8:3, 9:1, 10:3, 11:1","14","60.0","7.0","1.0","0.0","0.0","0.0","0.0","4.0","0.0","0","0","11","0","0","0","0","0","0","1","5","0"
"0","Furman","1315296","Carlson, Ben","16:1, 17:1, 19:1, 12:1, 13:1, 14:1","6","0.0","4.0","1.0","0.0","0.0","5.0","2.0","0.0","0.0","6","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","998459","Stallsmith, Daniel","17:1, 18:1, 11:1","3","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","998457","Owens, Will","1:21, 2:2, 3:1, 8:1","25","33.0","12.0","4.0","0.0","0.0","0.0","0.0","3.0","0.0","0","0","0","4","0","1","20","0","0","1","0","0"
"0","Furman","1217572","Burton, Hunter","1:1, 2:5, 8:2, 9:8, 10:1, 11:3, 12:4, 13:2","26","38.0","78.0","13.0","0.0","0.0","0.0","0.0","16.0","0.0","0","0","0","0","0","26","0","0","0","0","0","0"
"0","Furman","1315298","Kinsley, Jake","5:1, 7:1, 10:1, 11:1, 12:3","7","9.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","6","0","0","0","0","0","0","0","0","3","0"
"0","Furman","998456","Miller, Will","2:5, 3:1, 4:8, 5:7, 6:4, 7:1","26","86.0","4.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","26","0","0","0","0"
"0","Furman","1315299","Ohmstede, Chris","5:1, 6:2, 7:3, 8:4, 9:6, 10:3, 11:2, 12:2","23","15.0","18.0","5.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","4","14","1","0","0","0","7","4","0"
"0","Furman","998454","Lyne, Bobby","17:1, 18:2, 10:1, 13:1, 14:1","6","3.0","8.0","0.0","0.0","0.0","3.0","2.0","1.0","0.0","6","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1217576","Johnson, Taylor","3:4, 4:2, 5:2, 6:5, 7:7, 8:3, 9:2","25","127.0","9.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0","0","16","0","0","0","2","0","9","1","0","0"
"0","Furman","998453","Gottlieb, Kevin","16:2, 18:1, 11:1, 14:1, 15:1","6","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","998452","Gary, Stephen","17:1, 12:2, 13:3, 14:4, 15:6","16","0.0","4.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","16","0","0","0","0","0","0","0","0","0","0","0"
"0","Furman","1315304","Greenwell, Zack","6:1, 7:1, 8:1, 9:1, 10:4, 11:3, 12:2, 13:4","17","60.0","11.0","0.0","0.0","4.0","18.0","4.0","0.0","0.0","0","16","0","0","0","0","0","0","0","0","1","0"
"0","Furman","998450","Cadger, Andrew","1:2, 2:1, 3:4, 4:2, 6:1, 7:1, 8:2, 10:1, 11:1","15","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","1","0","1","4","6","9"
"0","Utah","1306706","Morin, Parker","3:15, 4:10, 5:6","31","159.0","39.0","1.0","0.0","5.0","34.0","26.0","1.0","0.0","0","25","4","0","0","0","0","0","0","4","0","0"
"0","Utah","1306704","Leiter, Ethan","4:1, 6:3, 7:4, 8:8, 9:6, 10:5","27","211.0","9.0","0.0","0.0","0.0","0.0","0.0","21.0","0.0","0","0","26","0","1","0","0","0","0","0","0","0"
"0","Utah","1306711","Watrous, Mitch","16:2, 10:1, 11:1, 12:2, 13:4, 14:2","12","0.0","3.0","0.0","0.0","0.0","5.0","2.0","1.0","0.0","12","0","0","0","0","0","0","0","0","0","0","0"
"0","Utah","1306710","Vocca, Tony","10:2, 13:3, 14:2","7","0.0","4.0","0.0","0.0","0.0","3.0","1.0","0.0","0.0","7","0","0","0","0","0","0","0","0","0","0","0"
"0","Utah","1092374","Adams, Zach","11:1, 14:1","2","1.0","2.0","0.0","0.0","0.0","4.0","2.0","0.0","0.0","2","0","0","0","0","0","0","0","0","0","0","0"
"0","Utah","1306709","Tripp, Tanner","16:1, 19:1, 10:1, 13:1, 14:1","5","0.0","2.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","5","0","0","0","0","0","0","0","0","0","0","0"
"0","Utah","1092376","Duke, Brock","11:2, 12:2, 13:2, 14:2, 15:1","9","0.0","9.0","0.0","0.0","0.0","4.0","5.0","0.0","0.0","9","0","0","0","0","0","0","0","0","0","0","0"
"0","Utah","1092377","Golding, Blake","12:2, 13:1, 15:1","4","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","4","0","0","0","0","0","0","0","0","0","0","0"
"0","Utah","1218712","Chapman, Josh","17:1, 11:4, 12:6, 13:1","12","1.0","5.0","0.0","0.0","0.0","9.0","4.0","0.0","0.0","12","0","0","0","0","0","0","0","0","0","0","0"
"0","Utah","1092379","Green, Nick","10:1, 11:1, 12:1, 13:1, 15:3","7","0.0","3.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","7","0","0","0","0","0","0","0","0","0","0","0"
"0","Utah","1215874","Mordini, Ben","17:2, 13:2","4","0.0","2.0","1.0","0.0","0.0","3.0","0.0","0.0","0.0","4","0","0","0","0","0","0","0","0","0","0","0"
