"Game ID","Team","Player ID","Player","Lineup Position","Games","G","PO","TC","A","E","CI","PB","SBA","CSB","IDP","TP","P","C","1B","2B","3B","SS","LF","CF","RF","DH","PH","PR"
"0","NC State","1772038","Kinneman, Brett","5:1, 10:1","2","2.0","6.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","2","0","0","0","0","0"
"0","NC State","1772036","Cooper, Dillon","13:1","1","1.0","0.0","3.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","1","0","0","0","0","0","0","1"
"0","NC State","1997174","Clenney, Nolan","10:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","NC State","1887220","Klyman, Kent","11:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","NC State","1997175","Jarrett, J.T.","16:1, 9:1","2","2.0","4.0","9.0","5.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","2","0","0","0","0","0","0","0","0"
"0","NC State","1997173","Justice, Evan","13:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","NC State","1887216","Bienlien, Michael","20:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","NC State","1887218","Gauthier, Mathieu","17:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","NC State","1997168","Harrison, David","21:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","NC State","1997169","Edwards, Evan","7:1, 14:1","2","2.0","13.0","15.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
